ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"14.09.1930",1188,"Ausbau des Zivilflugplatzes Dübendorf","Ausbau des Zivilflugplatzes Dübendorf","Obligatorisches Referendum","kantonal",36.43,70.22,43069,75165,123465,118234,51,5180,20,148,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300914_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300914_Amtsblatt.pdf"
"14.09.1930",1189,"Aufstockung des Kantonsspital Zürich","Aufstockung des Kantonsspital Zürich","Obligatorisches Referendum","kantonal",95.85,70.22,114546,4956,123465,119502,47,3916,166,2,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300914_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300914_Amtsblatt.pdf"
"08.02.1931",1191,"Abänderung der Wahlgesetze von 1869  und 1916","Abänderung der Wahlgesetze von 1869  und 1916","Obligatorisches Referendum","kantonal",52.76,61.41,52563,47061,109052,99624,40,9388,143,25,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19310208_Volksabstimmung.pdf",,
"08.02.1931",510,"Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung","Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot)","Obligatorisches Referendum","eidgenössisch",84.58,52.1,71036,12947,93596,83983,164,9449,,,,,
"08.02.1931",1190,"Beitrag an die Erweiterung des Kinderspitals Zürich","Beitrag an die Erweiterung des Kinderspitals Zürich","Obligatorisches Referendum","kantonal",93.08,61.41,96313,7162,109052,103475,38,5538,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19310208_Volksabstimmung.pdf",,
"15.03.1931",511,"Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats)","Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats)","Obligatorisches Referendum","eidgenössisch",45.64,70.2,53893,64183,126505,118076,74,8355,,,,,
"15.03.1931",512,"Bundesbeschluss über die Revision der Art. 76: 96 : Abs. 1: und 105: Abs. 2: der Bundesverfassung","Bundesbeschluss über die Revision der Art. 76: 96 : Abs. 1: und 105: Abs. 2: der Bundesverfassung (Amtsdauer des Nationalrats: des Bundesrats und des Bundeskanzlers)","Obligatorisches Referendum","eidgenössisch",45.06,70.2,53417,65118,126505,118535,73,7897,,,,,
"05.07.1931",1194,"Nachtragskredit für den Ausbau der Heilanstalt Burghölzli","Nachtragskredit für den Ausbau der Heilanstalt Burghölzli","Obligatorisches Referendum","kantonal",84.97,61.59,85725,15166,110628,100891,89,9748,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19310705_Volksabstimmung.pdf",,
"05.07.1931",1193,"Hauswirtschaftliche Fortbildungsschule","Hauswirtschaftliche Fortbildungsschule","Obligatorisches Referendum","kantonal",78.39,61.59,78475,21637,110628,100112,102,10514,157,11,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19310705_Volksabstimmung.pdf",,
"05.07.1931",1192,"Gesetz über den Finanzausgleich und über die Zuteilung von acht Gemeinden an die Stadt Zürich","Gesetz über den Finanzausgleich und über die Zuteilung von acht Gemeinden an die Stadt Zürich","Obligatorisches Referendum","kantonal",67.59,61.59,69967,33544,110628,103511,86,7131,102,66,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19310705_Volksabstimmung.pdf",,
"06.12.1931",1195,"Beitrag an den Neubau der Kranken- und Diakonissenanstalt Neumünster","Beitrag an den Neubau der Kranken- und Diakonissenanstalt Neumünster","Obligatorisches Referendum","kantonal",82.25,72.79,100275,21633,132951,121908,106,10937,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19311206_Volksabstimmung.pdf",,
"06.12.1931",1196,"Gesetz über die Bezirkshauptorte","Gesetz über die Bezirkshauptorte","Obligatorisches Referendum","kantonal",69.76,72.79,75998,32950,132951,108948,121,23882,98,70,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19311206_Volksabstimmung.pdf",,
"06.12.1931",514,"Bundesgesetz über die Besteuerung des Tabaks","Bundesgesetz über die Besteuerung des Tabaks","Fakultatives Referendum","eidgenössisch",63.16,74.7,85015,49586,138328,134601,71,3656,,,,,
"06.12.1931",513,"Bundesgesetz über die Alters- und Hinterlassenenversicherung","Bundesgesetz über die Alters- und Hinterlassenenversicherung","Fakultatives Referendum","eidgenössisch",57.45,74.7,77219,57185,138328,134404,81,3843,,,,,
"06.12.1931",1197,"Gesetz über die Förderung des Wohnungsbaues","Gesetz über die Förderung des Wohnungsbaues","Obligatorisches Referendum","kantonal",64,72.79,75226,42309,132951,117535,114,15302,54,114,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19311206_Volksabstimmung.pdf",,
"21.02.1932",1198,"Wahl des Regierungsrates nach dem Proportionalwahlverfahren","Wahl des Regierungsrates nach dem Proportionalwahlverfahren","Volksinitiative","kantonal",34.95,60.47,35897,66802,110855,102699,77,8079,2,166,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19320221_Volksabstimmung.pdf",,
"21.02.1932",1199,"Fakultative Einführung des Proportionalwahlverfahrens für Gemeindebehörden","Fakultative Einführung des Proportionalwahlverfahrens für Gemeindebehörden","Volksinitiative","kantonal",35.4,60.47,36387,66415,110855,102802,78,7975,2,166,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19320221_Volksabstimmung.pdf",,
"20.11.1932",1202,"Verlängerung der Amtsdauer der Miltglieder des Ständerates","Verlängerung der Amtsdauer der Miltglieder des Ständerates","Obligatorisches Referendum","kantonal",56.72,63.54,62234,47484,118312,109718,81,8477,154,14,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19321120_Volksabstimmung.pdf",,
"20.11.1932",1201,"Verlängerung der Amtsdauer der kantonalen Behörden","Verlängerung der Amtsdauer der kantonalen Behörden","Obligatorisches Referendum","kantonal",56.34,63.54,62015,48060,118312,110075,80,8121,153,15,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19321120_Volksabstimmung.pdf",,
"20.11.1932",1203,"Nachsubvention an die Erweiterung des Kinderspitals Zürich","Nachsubvention an die Erweiterung des Kinderspitals Zürich","Obligatorisches Referendum","kantonal",91.44,63.54,101349,9485,118312,110834,69,7373,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19321120_Volksabstimmung.pdf",,
"20.11.1932",1200,"Organisation und Geschäftsordnung des Kantonsrates","Organisation und Geschäftsordnung des Kantonsrates","Obligatorisches Referendum","kantonal",57.89,63.54,64047,46598,118312,110645,79,7552,157,11,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19321120_Volksabstimmung.pdf",,
"12.03.1933",1205,"Bau zweier Verwaltungsgebäude auf dem Walcheareal in Zürich","Bau zweier Verwaltungsgebäude auf dem Walcheareal in Zürich","Obligatorisches Referendum","kantonal",66.8,67.44,76922,38229,126190,115151,61,10978,37,131,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330312_Volksabstimmung.pdf",,
"12.03.1933",1204,"Gesetz über die Wasserversorgungs- und Abwasseranlagen","Gesetz über die Wasserversorgungs- und Abwasseranlagen","Obligatorisches Referendum","kantonal",80.07,67.44,91092,22673,126190,113765,58,12367,114,54,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330312_Volksabstimmung.pdf",,
"23.04.1933",1206,"Abänderung der Zuteilungsgesetze von Zürich und Winterthur (Listenverbindung)","Abänderung der Zuteilungsgesetze von Zürich und Winterthur (Listenverbindung)","Obligatorisches Referendum","kantonal",53,69.08,64448,57153,129142,121601,73,7468,138,30,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330423_Volksabstimmung.pdf",,
"23.04.1933",1207,"Bekämpfung der Wirtschaftskrise (Kredit von 10 Millionen Franken)","Bekämpfung der Wirtschaftskrise (Kredit von 10 Millionen Franken)","Obligatorisches Referendum","kantonal",85.81,69.08,103451,17114,129142,120565,67,8510,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330423_Volksabstimmung.pdf",,
"28.05.1933",1209,"Abänderung der Art. 31: 40: 45 und 58 der Verfassung (Verwaltungsgericht)","Abänderung der Art. 31: 40: 45 und 58 der Verfassung (Verwaltungsgericht)","Obligatorisches Referendum","kantonal",46.91,84.21,65102,73690,157939,138792,231,18916,8,160,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330528_Volksabstimmung.pdf",,
"28.05.1933",1208,"Gesetz über das öffentliche Gesundheitswesen","Gesetz über das öffentliche Gesundheitswesen","Obligatorisches Referendum","kantonal",35.82,84.21,53113,95168,157939,148281,212,9446,7,161,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330528_Volksabstimmung.pdf",,
"28.05.1933",1210,"Gesetz über die Verwaltungsrechtspflege und die Kompetenzkonflikte","Gesetz über die Verwaltungsrechtspflege und die Kompetenzkonflikte","Obligatorisches Referendum","kantonal",48.9,84.21,68931,72021,157939,140952,227,16760,11,157,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19330528_Volksabstimmung.pdf",,
"28.05.1933",515,"Bundesgesetz über die Herabsetzung der Besoldungen: Gehälter und Löhne der Bundesangestellten","Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen: Gehälter und Löhne der im Dienste des Bundes stehenden Personen","Fakultatives Referendum","eidgenössisch",42.83,85.1,68073,90856,161398,158929,132,2337,,,,,
"28.01.1934",1212,"Gesetz über die Gebäuderversicherung","Gesetz über die Gebäuderversicherung","Obligatorisches Referendum","kantonal",76.66,64.48,81687,24876,122558,106563,54,15941,160,8,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340128_Volksabstimmung.pdf",,
"28.01.1934",1211,"Beitrag an den Neubau der Schweizerischen Pflegerinnenschule in Zürich","Beitrag an den Neubau der Schweizerischen Pflegerinnenschule in Zürich","Obligatorisches Referendum","kantonal",86.1,64.48,97739,15777,122558,113516,54,8988,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340128_Volksabstimmung.pdf",,
"11.03.1934",516,"Bundesgesetz über den Schutz der öffentlichen Ordnung","Bundesgesetz über den Schutz der öffentlichen Ordnung","Fakultatives Referendum","eidgenössisch",44.38,80.9,68119,85384,155822,153503,102,2217,,,,,
"08.07.1934",1215,"Abänderung von Organisation und Geschäftsordnung des Kantonsrates","Abänderung von Organisation und Geschäftsordnung des Kantonsrates","Obligatorisches Referendum","kantonal",81.5,53.88,72025,16349,102887,88374,118,14395,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340708_Volksabstimmung.pdf",,
"08.07.1934",1214,"Abänderung des Erbschaftssteuergesetzes","Abänderung des Erbschaftssteuergesetzes","Obligatorisches Referendum","kantonal",75.57,53.88,67248,21740,102887,88988,119,13780,163,5,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340708_Volksabstimmung.pdf",,
"08.07.1934",1213,"Herabsetzung der Besoldungen der Pfarrer und Lehrer","Herabsetzung der Besoldungen der Pfarrer und Lehrer","Obligatorisches Referendum","kantonal",86.56,53.88,80500,12504,102887,93004,102,9781,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340708_Volksabstimmung.pdf",,
"08.07.1934",1216,"Abänderung des Gesetzes über den Verkehr mit Motorfahrzeugen und Fahrrädern","Abänderung des Gesetzes über den Verkehr mit Motorfahrzeugen und Fahrrädern","Obligatorisches Referendum","kantonal",81.84,53.88,72515,16095,102887,88610,139,14138,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340708_Volksabstimmung.pdf",,
"08.07.1934",1217,"Herabsetzung der Mitgliederzahl des Kantonsrates auf 180","Herabsetzung der Mitgliederzahl des Kantonsrates auf 180","Obligatorisches Referendum","kantonal",83.54,53.88,76420,15052,102887,91472,111,11304,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19340708_Volksabstimmung.pdf",,
"16.12.1934",1218,"Abänderung des Gesetzes über das Halten von Hunden","Abänderung des Gesetzes über das Halten von Hunden","Obligatorisches Referendum","kantonal",66.77,75.62,91797,45678,145512,137475,165,7872,132,36,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"16.12.1934",1219,"Abänderung des Gesetzes über die Organisations der Notariatskanzleien","Abänderung des Gesetzes über die Organisations der Notariatskanzleien","Obligatorisches Referendum","kantonal",71.78,75.62,89858,35331,145512,125189,189,20134,143,25,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"16.12.1934",1220,"Abänderung des Gesetzes über den amtlichen Wohnungsnachweis usw.","Abänderung des Gesetzes über den amtlichen Wohnungsnachweis usw.","Obligatorisches Referendum","kantonal",79.49,75.62,105819,27304,145512,133123,163,12224,165,3,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"16.12.1934",1221,"Abänderung des Gesetzes über die Bezirkshauptorte","Abänderung des Gesetzes über die Bezirkshauptorte","Obligatorisches Referendum","kantonal",72.07,75.62,87723,33995,145512,121718,164,23630,140,28,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"16.12.1934",1222,"Abänderung des EG zum Bundesgesetz über die Kranken- u. Unfallversicherung","Abänderung des EG zum Bundesgesetz über die Kranken- u. Unfallversicherung","Obligatorisches Referendum","kantonal",48.28,75.62,61851,66245,145512,128096,178,17238,71,97,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"16.12.1934",1223,"Gesetz über die Billettsteuer","Gesetz über die Billettsteuer","Obligatorisches Referendum","kantonal",65.46,75.62,92555,48838,145512,141393,169,3950,163,5,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19341216_Volksabstimmung.pdf",,
"24.02.1935",517,"Bundesgesetz über die Abänderung des Bundesgesetzes betreffend die Militärorganisation","Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung)","Fakultatives Referendum","eidgenössisch",58.5,82.4,92252,65438,160587,157690,153,2744,,,,,
"07.04.1935",1226,"Abänderung des kantonalen Strafgesetzbuches","Abänderung des kantonalen Strafgesetzbuches","Obligatorisches Referendum","kantonal",67.4,72.22,80352,38861,139726,119213,166,20347,110,58,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350407_Volksabstimmung.pdf",,
"07.04.1935",1225,"Abänderung der Strafprozessordnung","Abänderung der Strafprozessordnung","Obligatorisches Referendum","kantonal",65.95,72.22,78270,40413,139726,118683,169,20874,106,62,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350407_Volksabstimmung.pdf",,
"07.04.1935",1224,"Abänderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung","Abänderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung","Obligatorisches Referendum","kantonal",66.03,72.22,79045,40658,139726,119703,149,19874,108,60,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350407_Volksabstimmung.pdf",,
"05.05.1935",1230,"Schutz der verfassungsmässigen Ordnung","Schutz der verfassungsmässigen Ordnung","Obligatorisches Referendum","kantonal",41.35,73.28,55065,78104,141975,133169,90,8716,53,115,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350505_Volksabstimmung.pdf",,
"05.05.1935",1228,"Erweiterung der Frauenklinik im Kantonsspital Winterthur","Erweiterung der Frauenklinik im Kantonsspital Winterthur","Obligatorisches Referendum","kantonal",84.18,73.28,110203,20707,141975,130910,102,10963,164,4,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350505_Volksabstimmung.pdf",,
"05.05.1935",1229,"Abänderung u. Ergänzung der Verfassung (Schutz der verf. mässigen Ordnung)","Abänderung u. Ergänzung der Verfassung (Schutz der verf. mässigen Ordnung)","Obligatorisches Referendum","kantonal",38.91,73.28,48908,76790,141975,125698,106,16171,27,141,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350505_Volksabstimmung.pdf",,
"05.05.1935",518,"Bundesgesetz über die Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öfftl. Strassen","Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz)","Fakultatives Referendum","eidgenössisch",36.3,71.6,48964,85911,139876,134875,64,4937,,,,,
"05.05.1935",1227,"Bekämpfung der Wirtschaftskrise (Kredit von 10 Millionen Franken)","Bekämpfung der Wirtschaftskrise (Kredit von 10 Millionen Franken)","Obligatorisches Referendum","kantonal",74.57,73.28,97220,33150,141975,130370,90,11515,150,18,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350505_Volksabstimmung.pdf",,
"02.06.1935",519,"Volksinitiative «zur Bekämpfung der Wirtschaftskrise»","Volksinitiative «zur Bekämpfung der Wirtschaftskrise»","Volksinitiative","eidgenössisch",49.13,84.8,79999,82842,165785,162841,153,2791,,,,,
"02.06.1935",1232,"Verkehrsgesetz (EG zum BG über den Motorfahrzeug- und Fahrradverkehr)","Verkehrsgesetz (EG zum BG über den Motorfahrzeug- und Fahrradverkehr)","Obligatorisches Referendum","kantonal",47.07,81.86,66186,74423,158425,140609,65,17751,13,155,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350602_Volksabstimmung.pdf",,
"02.06.1935",1231,"Bau eines Bezirksgebäude in Horgen","Bau eines Bezirksgebäude in Horgen","Obligatorisches Referendum","kantonal",66.65,81.86,95816,47947,158425,143763,66,14596,86,82,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19350602_Volksabstimmung.pdf",,
"08.09.1935",520,"Volksinitiative «für eine Totalrevision der Bundesverfassung»","Volksinitiative «für eine Totalrevision der Bundesverfassung»","Volksinitiative","eidgenössisch",18.64,70.1,24849,108449,136929,133298,115,3516,,,,,
"26.04.1936",1236,"Herabsetzung der Besoldungen der Pfarrer und Lehrer usw.","Herabsetzung der Besoldungen der Pfarrer und Lehrer usw.","Obligatorisches Referendum","kantonal",82.08,70.24,105290,22992,136333,128282,250,7801,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
"26.04.1936",1235,"Gesetz über die Ledigensteuer","Gesetz über die Ledigensteuer","Obligatorisches Referendum","kantonal",61.83,70.24,78054,48181,136333,126235,246,9852,134,34,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
"26.04.1936",1238,"Steueramnestie (Ergänzung des Gesetzes über die direkten Steuern)","Steueramnestie (Ergänzung des Gesetzes über die direkten Steuern)","Obligatorisches Referendum","kantonal",63.8,70.24,77828,44153,136333,121981,227,14125,116,52,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
"26.04.1936",1233,"Doppelbesteuerungsabkommen (Ergänzung des Gesetzes über die direkten Steuern)","Doppelbesteuerungsabkommen (Ergänzung des Gesetzes über die direkten Steuern)","Obligatorisches Referendum","kantonal",69.93,70.24,88820,38200,136333,127020,217,9096,145,23,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
"26.04.1936",1237,"Gesetz über die kantonale Krisensteuer","Gesetz über die kantonale Krisensteuer","Obligatorisches Referendum","kantonal",63.77,70.24,78332,44501,136333,122833,248,13252,138,30,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
"26.04.1936",1234,"Gesetz über die Erbschafts- und Schenkungssteuer","Gesetz über die Erbschafts- und Schenkungssteuer","Obligatorisches Referendum","kantonal",51.9,70.24,66668,61781,136333,128449,252,7632,31,137,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19360426_Volksabstimmung.pdf",,
