ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"24.09.1922",489,"Bundesgesetz über das Bundesstrafrecht bezüglich Verbrechen gegen die verfassungsmässige Ordnung","Bundesgesetz betreffend Abänderung des Bundesstrafrechts vom 4. Februar 1853 in bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in bezug auf die Einführung des bedingten Strafvollzugs","Fakultatives Referendum","eidgenössisch",42.75,81.9,48402,64824,115143,113226,113,1804,,,,,
"24.09.1922",1138,"Regelung der Arbeitszeit in den Betrieben (Einführung des Achtstundentages)","Regelung der Arbeitszeit in den Betrieben (Einführung des Achtstundentages)","Volksinitiative","kantonal",44.96,83.3,50728,62094,116169,112822,95,3252,9,159,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Amtsblatt.pdf"
"24.09.1922",1139,"Einführung einer Vergnügungssteuer","Einführung einer Vergnügungssteuer","Obligatorisches Referendum","kantonal",38.06,83.3,42934,69875,116169,112809,77,3283,83,85,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Amtsblatt.pdf"
"24.09.1922",1140,"Gesetz über das Halten von Hunden","Gesetz über das Halten von Hunden","Obligatorisches Referendum","kantonal",65.04,83.3,71146,38234,116169,109380,101,6688,126,42,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19220924_Amtsblatt.pdf"
"03.12.1922",490,"Volksinitiative «für die Einmalige Vermögensabgabe»","Volksinitiative «für die Einmalige Vermögensabgabe»","Volksinitiative","eidgenössisch",16.54,86.3,19848,100138,122215,119986,139,2090,,,,,
"03.12.1922",1142,"Gesetz über den Verband der stadtzürcherischen reformierten Kirchgemeinden","Gesetz über den Verband der stadtzürcherischen reformierten Kirchgemeinden","Obligatorisches Referendum","kantonal",71.7,78.83,62005,24471,110370,86476,239,23655,149,19,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Amtsblatt.pdf"
"03.12.1922",1141,"Abänderung des Gesetzes über den gewerbsmässigen Verkehr mit Wertpapieren","Abänderung des Gesetzes über den gewerbsmässigen Verkehr mit Wertpapieren","Obligatorisches Referendum","kantonal",69.58,78.83,63558,27793,110370,91351,170,18849,148,20,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Amtsblatt.pdf"
"03.12.1922",1143,"Konkordat über die gegenseitige Zulassung evangelisch-reformierter Geistlicher","Konkordat über die gegenseitige Zulassung evangelisch-reformierter Geistlicher","Obligatorisches Referendum","kantonal",71.48,78.83,61471,24531,110370,86002,176,24192,148,20,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19221203_Amtsblatt.pdf"
"18.02.1923",491,"Volksinitiative «Schutzhaft»","Volksinitiative «Schutzhaft»","Volksinitiative","eidgenössisch",9.46,73.3,9331,89321,103910,98652,40,5218,,,,,
"18.02.1923",492,"Bundesbeschluss über die Ratifikation Abkommens zwischen der Schweiz und Frankreich","Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichneten Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen den ehemaligen Freizonen Hochsavoyens","Fakultatives Referendum","eidgenössisch",5.68,74,5704,94679,104810,100383,53,4374,,,,,
"18.02.1923",1148,"Gesetz über den Verkehr mit Motorfahrzeugen und Fahrrädern","Gesetz über den Verkehr mit Motorfahrzeugen und Fahrrädern","Obligatorisches Referendum","kantonal",51.18,77.91,53902,51411,109569,105313,139,4117,97,71,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Amtsblatt.pdf"
"18.02.1923",1147,"Kantonales Einigungsamt","Kantonales Einigungsamt","Obligatorisches Referendum","kantonal",35.5,77.91,34764,63170,109569,97934,152,11483,1,167,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Amtsblatt.pdf"
"18.02.1923",1146,"Wahlrecht und Wählbarkeit der Frauen für Bezirks- und Gemeindebehörden","Wahlrecht und Wählbarkeit der Frauen für Bezirks- und Gemeindebehörden","Obligatorisches Referendum","kantonal",27.25,77.91,28615,76413,109569,105028,164,4377,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Amtsblatt.pdf"
"18.02.1923",1145,"Gesetz über die Wahlen und Abstimmungen","Gesetz über die Wahlen und Abstimmungen","Obligatorisches Referendum","kantonal",35.92,77.91,35447,63235,109569,98682,159,10728,32,136,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Amtsblatt.pdf"
"18.02.1923",1144,"Festsetzung der Mitgliederzahl des Kantonsrates auf 200","Festsetzung der Mitgliederzahl des Kantonsrates auf 200","Obligatorisches Referendum","kantonal",44.15,77.91,44056,55736,109569,99792,142,9635,98,70,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230218_Amtsblatt.pdf"
"18.03.1923",1153,"Abänderung von Organisation und Geschäftsordnung des Kantonsrates","Abänderung von Organisation und Geschäftsordnung des Kantonsrates","Obligatorisches Referendum","kantonal",53.8,62.88,40925,35140,88598,76065,185,12347,139,29,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Amtsblatt.pdf"
"18.03.1923",1151,"Abänderung der Strafprozessordnung","Abänderung der Strafprozessordnung","Obligatorisches Referendum","kantonal",48.08,62.88,34927,37713,88598,72640,206,15751,24,144,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Amtsblatt.pdf"
"18.03.1923",1150," Wählbarkeit von Frauen als Bezirksgerichtsschreiber usw."," Wählbarkeit von Frauen als Bezirksgerichtsschreiber usw.","Obligatorisches Referendum","kantonal",22.1,62.88,17018,59996,88598,77014,230,11353,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Amtsblatt.pdf"
"18.03.1923",1152,"Abänderung des kantonalen Strafgesetzbuches","Abänderung des kantonalen Strafgesetzbuches","Obligatorisches Referendum","kantonal",49.24,62.88,36672,37805,88598,74477,205,13915,26,142,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Amtsblatt.pdf"
"18.03.1923",1149,"Abänderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung   ","Abänderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung   ","Obligatorisches Referendum","kantonal",35.11,62.88,26637,49223,88598,75860,189,12548,5,163,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19230318_Amtsblatt.pdf"
"15.04.1923",493,"Volksinitiative «zur Wahrung der Volksrechte in der Zollfrage»","Volksinitiative «zur Wahrung der Volksrechte in der Zollfrage»","Volksinitiative","eidgenössisch",33.55,76.3,35612,70523,108347,106135,72,2140,,,,,
"03.06.1923",494,"Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung","Bundesbeschluss betreffend die Revision der Art. 31 und 32bis (Alkoholwesen) der Bundesverfassung","Obligatorisches Referendum","eidgenössisch",54.39,69.7,52072,43662,99386,95734,64,3588,,,,,
"25.11.1923",1155,"Einführung einer Ausländersteuer","Einführung einer Ausländersteuer","Volksinitiative","kantonal",50.78,54.9,34389,33333,78253,67722,115,10416,88,80,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19231125_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19231125_Amtsblatt.pdf"
"25.11.1923",1154,"Einführungsgesetz zum Bundesgesetz über das Urheberrecht","Einführungsgesetz zum Bundesgesetz über das Urheberrecht","Obligatorisches Referendum","kantonal",69.24,54.9,43162,19174,78253,62336,43,15874,132,36,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19231125_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19231125_Amtsblatt.pdf"
"17.02.1924",495,"Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919","Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919","Fakultatives Referendum","eidgenössisch",34.24,85.2,41964,80595,124269,122559,89,1621,,,,,
"17.02.1924",1156,"Vermehrter Schutz vor Motorfahrzeugen","Vermehrter Schutz vor Motorfahrzeugen","Volksinitiative","kantonal",39.01,81.61,43005,67226,117755,110231,113,7441,21,147,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19240217_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19240217_Amtsblatt.pdf"
"31.08.1924",1157,"Abschaffung der Vivisektion","Abschaffung der Vivisektion","Volksinitiative","kantonal",30.73,66.95,27787,62641,97603,90428,108,7067,14,154,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19240831_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19240831_Amtsblatt.pdf"
"26.04.1925",1159,"Abänderung der Organisation der evangelischen Landeskirche","Abänderung der Organisation der evangelischen Landeskirche","Obligatorisches Referendum","kantonal",47.98,60.7,36555,39638,89831,76193,47,13591,127,41,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250426_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250426_Amtsblatt.pdf"
"26.04.1925",1158,"Festsetzung der Mitgliederzahl des Kantonsrats auf 220","Festsetzung der Mitgliederzahl des Kantonsrats auf 220","Obligatorisches Referendum","kantonal",71.11,60.7,58125,23609,89831,81734,43,8054,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250426_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250426_Amtsblatt.pdf"
"24.05.1925",1160,"Versorgung von Jugendlichen: Verwahrlosten und Gewohnheitstrinkern","Versorgung von Jugendlichen: Verwahrlosten und Gewohnheitstrinkern","Obligatorisches Referendum","kantonal",81.3,75.03,84078,19340,111366,103418,100,7748,162,6,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250524_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250524_Amtsblatt.pdf"
"24.05.1925",1161,"Zulassung der Zahntechniker zur Ausübung der zahnärztlichen Tätigkeit","Zulassung der Zahntechniker zur Ausübung der zahnärztlichen Tätigkeit","Volksinitiative","kantonal",37.25,75.03,37967,63946,111366,101913,134,9319,2,166,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250524_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19250524_Amtsblatt.pdf"
"24.05.1925",496,"Volksinitiative «für eine Invaliditäts-: Alters- und Hinterlassenenversicherung» (AHV)","Volksinitiative «für eine Invaliditäts-: Alters- und Hinterlassenenversicherung» (AHV)","Volksinitiative","eidgenössisch",54.17,72.9,57517,48665,109944,106182,388,3374,,,,,
"25.10.1925",497,"Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer","Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer","Obligatorisches Referendum","eidgenössisch",69.91,70.8,67258,28942,107901,96200,84,11617,,,,,
"06.12.1925",498,"Bundesbeschluss betreffend die Alters-: Hinterlassenen- und Invalidenversicherung","Bundesbeschluss betreffend die Alters-: Hinterlassenen- und Invalidenversicherung","Obligatorisches Referendum","eidgenössisch",74.22,70.1,77544,26937,106916,104481,66,2369,,,,,
"06.12.1925",1162,"Staatliche Beaufsichtigung der Mobiliarversicherung","Staatliche Beaufsichtigung der Mobiliarversicherung","Obligatorisches Referendum","kantonal",59.5,73.19,60360,41090,109977,101450,91,8435,68,100,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19251206_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19251206_Amtsblatt.pdf"
"06.12.1925",1163,"Gesetz über die Erbschafts- und Schenkungssteuer","Gesetz über die Erbschafts- und Schenkungssteuer","Obligatorisches Referendum","kantonal",33.36,73.19,35151,70214,109977,105365,87,4525,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19251206_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19251206_Amtsblatt.pdf"
"18.04.1926",1165,"Förderung der Berufsbildung","Förderung der Berufsbildung","Obligatorisches Referendum","kantonal",73.63,75,74208,26582,113813,100790,93,12930,97,71,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260418_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260418_Amtsblatt.pdf"
"18.04.1926",1164,"Bau einer neuen Kantonsschule in Winterthur","Bau einer neuen Kantonsschule in Winterthur","Obligatorisches Referendum","kantonal",67.57,75,69158,33197,113813,102355,69,11389,71,97,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260418_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260418_Amtsblatt.pdf"
"06.06.1926",1167,"Gesetz über das Gemeindewesen","Gesetz über das Gemeindewesen","Obligatorisches Referendum","kantonal",54.6,59.55,40147,33380,90654,73527,309,16818,22,146,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Amtsblatt.pdf"
"06.06.1926",1169,"Einführungsgesetz zum Bundesgesetz über die Kranken- und Unfallversicherung","Einführungsgesetz zum Bundesgesetz über die Kranken- und Unfallversicherung","Obligatorisches Referendum","kantonal",71.68,59.55,56303,22240,90654,78543,217,11892,78,90,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Amtsblatt.pdf"
"06.06.1926",1168,"Gesetz über die Zürcher Kantonalbank","Gesetz über die Zürcher Kantonalbank","Obligatorisches Referendum","kantonal",72.96,59.55,56644,20988,90654,77632,221,12801,109,59,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Amtsblatt.pdf"
"06.06.1926",1166,"Abänderung der Art.14: 47: 49:55 der Verf. (Gemeindeeinteilung: -verwaltung)","Abänderung der Art.14: 47: 49:55 der Verf. (Gemeindeeinteilung: -verwaltung)","Obligatorisches Referendum","kantonal",56.42,59.55,42904,33146,90654,76050,232,14382,30,138,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260606_Amtsblatt.pdf"
"12.09.1926",1171,"Abänderung des Wasserbaugesetzes","Abänderung des Wasserbaugesetzes","Obligatorisches Referendum","kantonal",70.13,64.64,60148,25614,99101,85762,100,13239,109,59,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260912_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260912_Amtsblatt.pdf"
"12.09.1926",1170,"Alters-: Invaliditäts- und Hinterlassenenversicherung der kantonalen Beamten","Alters-: Invaliditäts- und Hinterlassenenversicherung der kantonalen Beamten","Obligatorisches Referendum","kantonal",55.84,64.64,51380,40630,99101,92010,85,7006,32,136,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260912_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19260912_Amtsblatt.pdf"
"05.12.1926",499,"Bundesbeschluss über einen neuen Artikel in die Bundesverfassung betreffend die Getreideversorgung","Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes","Obligatorisches Referendum","eidgenössisch",53.53,75.2,61658,53524,118042,115182,101,2759,,,,,
"13.02.1927",1173,"Förderung des Wohnungsbau (Kredit von 4:5 Millionen Fr)","Förderung des Wohnungsbau (Kredit von 4:5 Millionen Fr)","Obligatorisches Referendum","kantonal",59.01,73.05,64201,44597,113424,108798,92,4535,23,145,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19270213_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19270213_Amtsblatt.pdf"
"13.02.1927",1172,"Beseitigung der Wohnungsnot durch Schaffung des Wohnrechts","Beseitigung der Wohnungsnot durch Schaffung des Wohnrechts","Volksinitiative","kantonal",21.39,73.05,22725,83506,113424,106231,94,7099,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19270213_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19270213_Amtsblatt.pdf"
"15.05.1927",500,"Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung","Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung","Obligatorisches Referendum","eidgenössisch",69.05,61.4,61211,27439,97434,88650,62,8722,,,,,
"15.05.1927",501,"Bundesgesetz über den Automobil- und Fahrradverkehr","Bundesgesetz über den Automobil- und Fahrradverkehr","Fakultatives Referendum","eidgenössisch",36.92,63.4,35107,59991,100569,95098,42,5429,,,,,
"23.10.1927",1175,"Gesetz über die Armenfürsorge","Gesetz über die Armenfürsorge","Obligatorisches Referendum","kantonal",67.46,62.32,60840,29350,99079,90190,79,8810,150,18,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271023_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271023_Amtsblatt.pdf"
"23.10.1927",1174,"Abänderung von Art.50: Abs.2 der Verfassung (Armenwesen)","Abänderung von Art.50: Abs.2 der Verfassung (Armenwesen)","Obligatorisches Referendum","kantonal",66.93,62.32,60261,29776,99079,90037,83,8959,147,21,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271023_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271023_Amtsblatt.pdf"
"11.12.1927",1177,"Einführung einer Ausländersteuer (Abänderung von Art.19 der Verfassung)","Einführung einer Ausländersteuer (Abänderung von Art.19 der Verfassung)","Obligatorisches Referendum","kantonal",27.18,71.12,28622,76678,113181,105300,86,7795,2,166,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271211_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271211_Amtsblatt.pdf"
"11.12.1927",1176,"Abänderung des Gesetzes über die direkten Steuern","Abänderung des Gesetzes über die direkten Steuern","Volksinitiative","kantonal",19.38,71.12,20599,85679,113181,106278,85,6818,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271211_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19271211_Amtsblatt.pdf"
"20.05.1928",502,"Bundesbeschluss betreffend Revision über Massnahmen gegen die Überfremdung (Bundesverfassung)","Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Ueberfremdung)","Obligatorisches Referendum","eidgenössisch",84.77,57,73500,13207,94322,86707,52,7563,,,,,
"20.05.1928",1178,"Gesetz über den Zivilflugzeugverkehr","Gesetz über den Zivilflugzeugverkehr","Obligatorisches Referendum","kantonal",61.65,65.39,54684,34011,106139,88695,79,17365,75,93,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Amtsblatt.pdf"
"20.05.1928",1180,"Leistung des Staates an die Volksschule","Leistung des Staates an die Volksschule","Obligatorisches Referendum","kantonal",48.6,65.39,46376,49039,106139,95415,98,10626,116,52,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Amtsblatt.pdf"
"20.05.1928",1179,"Gesetz über die Arbeitslosenversicherung","Gesetz über die Arbeitslosenversicherung","Obligatorisches Referendum","kantonal",78.54,65.39,75174,20536,106139,95710,108,10321,128,40,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19280520_Amtsblatt.pdf"
"02.12.1928",1181,"Abänderung des Gesetzes über die direkten Steuern","Abänderung des Gesetzes über die direkten Steuern","Obligatorisches Referendum","kantonal",81.02,64.63,82259,19275,107362,101534,76,5752,146,22,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19281202_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19281202_Amtsblatt.pdf"
"02.12.1928",503,"Volksinitiative «Kursaalspiele» (Spielbanken)","Volksinitiative «Kursaalspiele» (Spielbanken)","Volksinitiative","eidgenössisch",51.89,62,51824,48044,104753,99868,47,4838,,,,,
"03.03.1929",1182,"Gesetz über den amtlichen Wohnungsnachweis und die Bestrafung des Mietwuchers","Gesetz über den amtlichen Wohnungsnachweis und die Bestrafung des Mietwuchers","Obligatorisches Referendum","kantonal",53.93,67.71,58645,50107,113666,108752,62,4852,20,148,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290303_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290303_Amtsblatt.pdf"
"03.03.1929",505,"Gegenentwurf zur Volksinitiative «Getreideversorgung»","Gegenentwurf zur Volksinitiative «Getreideversorgung»","Volksinitiative mit Gegenvorschlag: Gegenvorschlag","eidgenössisch",57.58,66.2,61617,45140,112436,107010,1301,3208,,,,,
"03.03.1929",506,"Bundesgesetz betreffend betreffend den schweizerischen Zolltarif","Bundesgesetz betreffend Abänderung von Art.14 des Bundesgesetzes vom 10. Oktober 1902 betreffend den schweizerischen Zolltarif","Fakultatives Referendum","eidgenössisch",56.99,66.2,60179,45422,112436,105601,143,6692,,,,,
"03.03.1929",504,"Volksinitiative «Getreideversorgung»","Volksinitiative «Getreideversorgung»","Volksinitiative mit Gegenvorschlag: Initiative","eidgenössisch",2.49,66.2,2666,104344,112436,107010,1301,3208,,,,,
"12.05.1929",507,"Volksinitiative «betreffend die Gesetzgebung über den Strassenverkehr»","Volksinitiative «betreffend die Gesetzgebung über den Strassenverkehr»","Volksinitiative","eidgenössisch",50.93,74,61791,59543,127441,121334,41,6066,,,,,
"12.05.1929",508,"Volksinitiative «für ein Branntweinverbot»","Volksinitiative «für ein Branntweinverbot»","Volksinitiative","eidgenössisch",46.89,76.3,60414,68440,131481,128854,59,2568,,,,,
"12.05.1929",1184,"Jagd und Vogelschutz (Revierjagd)","Jagd und Vogelschutz (Revierjagd)","Obligatorisches Referendum","kantonal",57.54,81.66,77047,56851,137846,133898,43,3905,86,82,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290512_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290512_Amtsblatt.pdf"
"12.05.1929",1183,"Zuteilung von 12 Gemeinden an die Stadt Zürich","Zuteilung von 12 Gemeinden an die Stadt Zürich","Volksinitiative","kantonal",44.15,81.66,59214,74897,137846,134111,39,3696,16,152,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290512_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290512_Amtsblatt.pdf"
"29.09.1929",1185,"Ausbau der Heilanstalt Burghölzli","Ausbau der Heilanstalt Burghölzli","Obligatorisches Referendum","kantonal",73.59,58.13,66707,23938,99554,90645,37,8872,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290929_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290929_Amtsblatt.pdf"
"29.09.1929",1186,"Gesetz über den Finanzausgleich","Gesetz über den Finanzausgleich","Obligatorisches Referendum","kantonal",47.39,58.13,42879,47597,99554,90476,39,9039,153,15,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290929_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19290929_Amtsblatt.pdf"
"06.04.1930",509,"Bundesbeschluss betreffend die Revision der BV und die Aufnahme eines neuen Artikels (Alkoholwesen)","Bundesbeschluss betreffend die Revision der Art. 31 und 32bis der Bundesverfassung und die Aufnahme eines neuen Art. 32quater (Alkoholwesen)","Obligatorisches Referendum","eidgenössisch",71.35,71.6,88268,35448,126270,123716,84,2470,,,,,
"06.04.1930",1187,"Abänderung der Zuteilungsgesetze der Städte Zürich und Winterthur","Abänderung der Zuteilungsgesetze der Städte Zürich und Winterthur","Obligatorisches Referendum","kantonal",69.93,63.46,62510,26875,110299,89385,69,20845,116,52,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300406_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19300406_Amtsblatt.pdf"
